id,Umsatz
1808011,149.16730856933316
1808021,163.43542419179587
1808031,172.10514051314394
1808041,207.9785973867161
1808051,197.49362726031882
1808061,149.7349536187182
1808071,185.37236651020336
1808081,166.93079966694015
1808091,156.92079533823156
1808101,130.2658471306254
1808111,168.97175133183418
1808121,185.67827555074876
1808131,144.9197931617359
1808141,141.38850586533133
1808151,142.0052631837376
1808161,158.94397200082918
1808171,139.28921504581072
1808181,194.26145961430433
1808191,197.8577990595864
1808201,135.57271698053495
1808211,133.25533568168893
1808221,160.82080614589538
1808231,148.82808868784113
1808241,129.37564939908245
1808251,158.45123268632665
1808261,180.05384442872742
1808271,123.19087580543757
1808281,128.4806387579586
1808291,144.8781740446262
1808301,120.01805301245119
1808311,135.97120531915064
1809011,179.53273351059372
1809021,187.98469694611003
1809031,141.2780751690602
1809041,136.20917360908146
1809051,135.12646253090574
1809061,143.56782936508736
1809071,130.91326366265662
1809081,
1809091,
1809101,134.11602978346465
1809111,120.14515090805644
1809121,110.88880611298639
1809131,127.62519726381821
1809141,129.41611293233439
1809151,
1809161,
1809171,
1809181,
1809191,
1809201,
1809211,120.71645328316467
1809221,158.93679508535007
1809231,158.44631767218496
1809241,101.94752084816267
1809251,104.80947180556656
1809261,110.64602491347466
1809271,128.67724912836894
1809281,112.21911130025471
1809291,159.26050335136568
1809301,167.7933938533859
1810011,101.4214949158873
1810021,93.64153662802775
1810031,102.75563592934398
1810041,115.16242902221693
1810051,133.4624662575296
1810061,164.27798147460774
1810071,157.43472934088615
1810081,109.1095662337582
1810091,114.35886565302727
1810101,122.218595423533
1810111,136.89134637851524
1810121,146.81543223067382
1810131,
1810141,
1810151,140.38787743751723
1810161,130.30149775429643
1810171,137.3519568597631
1810181,109.33568023393582
1810191,104.36918584937598
1810201,
1810211,
1810221,101.17871371637557
1810231,101.41053501240258
1810241,94.94617401171722
1810251,102.45687958110393
1810261,101.94137385425886
1810271,129.8839782104484
1810281,133.92541652150192
1810291,86.04535228014547
1810301,96.2312027561527
1811011,104.88469157622107
1811021,103.39806105132912
1811031,141.4565487205067
1811041,144.56732576676535
1811051,98.38672992199088
1811061,87.73386077324272
1811071,97.90001193910972
1811081,104.48005624370155
1811091,97.81409346255973
1811101,152.46262976503772
1811111,160.83366613405013
1811121,98.91275585426625
1811131,94.93636969209022
1811141,87.1771756273424
1811151,99.34118752070363
1811161,93.6058860043567
1811171,128.02265568085858
1811181,138.6191863787284
1811191,79.65211402633702
1811201,72.27679107099699
1811211,65.36733120454016
1811221,63.57142412597788
1811231,67.83061532286315
1811241,118.47326183339787
1811251,132.185484591668
1811261,76.29364076642499
1811271,61.918126558497235
1811281,59.09548355048757
1811291,70.81439657807732
1811301,91.90641760777471
1812011,135.2251645997061
1812021,144.2840810340017
1812031,100.04573478532092
1812041,75.19016546513755
1812051,68.15931499892487
1812061,84.65292495024498
1812071,103.96455051685646
1812081,136.51999766376855
1812091,139.42845704376742
1812101,76.13178663341718
1812111,71.95308280498138
1812121,69.93971046201077
1812131,69.27678231450315
1812141,68.96359425391782
1812151,108.43830558691373
1812161,112.1155720986997
1812171,58.894321468085536
1812181,74.66413953286217
1812191,65.89335713681554
1812201,77.24809836513772
1812211,84.90622635518697
1812221,123.65259408964775
1812231,137.4052803811698
1812241,66.3800751196967
1812271,86.27146628032307
1812281,89.76185034542124
1812291,137.3292683288076
1812301,138.33594164596474
1812311,86.1667428799013
1901021,68.84719506420805
1901031,60.37480499907365
1901041,82.64026849307766
1901051,138.01714839409078
1901061,126.0754910706232
1901071,80.29953055836825
1901081,75.43294666464926
1901091,65.73150300380773
1901101,63.12632526020641
1901111,87.94099134908339
1901121,130.8955665417472
1901131,142.4227585044119
1901141,64.11411725758737
1901151,80.12671652187572
1901161,82.20016103735227
1901171,74.41565103750108
1901181,65.28141272799017
1901191,109.97591985048791
1901201,114.7457017600766
1901211,54.564723410126646
1901221,53.74449284160289
1901231,40.56318532109347
1901241,37.9984711107441
1901251,46.465869765832394
1901261,121.79127156005795
1901271,131.29528686012503
1901281,67.3916634509955
1901291,59.571241629884
1901301,59.50011888300709
1901311,63.12632526020641
1902011,59.859299272228576
1902021,113.29392957714799
1902031,121.42218474664871
1902041,68.20093411603455
1902051,71.95308280498138
1902061,67.83560673290924
1902071,81.90140468911223
1902081,86.48430415201311
1902091,136.19628939775293
1902101,132.0236304586602
1902111,80.29953055836825
1902121,74.2999677335946
1902131,83.5354576346667
1902141,87.40444521137773
1902151,106.06865424595797
1902161,148.41627643984248
1902171,158.3249270724291
1902181,103.68745277799661
1902191,80.49088832114329
1902201,82.72618696962765
1902211,88.53742414243239
1902221,76.8539832380485
1902231,125.59484368574145
1902241,150.5154651548023
1902251,95.95891792687375
1902261,97.08093695444369
1902271,107.28755165356263
