id,Umsatz
1808011,155.53872795393363
1808021,165.27393403057067
1808031,171.16313276828936
1808041,161.29037012993365
1808051,146.12934740056522
1808061,152.33708134266504
1808071,190.89997362881203
1808081,173.12619901419558
1808091,159.1583691620504
1808101,130.40744860093787
1808111,122.78154974811453
1808121,133.8735585122597
1808131,147.90414468492156
1808141,148.35548284922342
1808151,148.7821618622603
1808161,160.71548473179388
1808171,138.56087995656645
1808181,147.48615008807337
1808191,146.043897335979
1808201,139.20720609141156
1808211,139.41087847814356
1808221,166.85374334438373
1808231,150.9228472463323
1808241,129.41456860594997
1808251,111.58475667981023
1808261,128.6393703255749
1808271,126.94805769860938
1808281,134.79499777054224
1808291,151.51510147684957
1808301,122.62129944232626
1808311,135.4987553142119
1809011,132.68036563503648
1809021,136.38013199604737
1809031,144.85602937044786
1809041,142.66995649823673
1809051,141.7485172399542
1809061,145.71471230821373
1809071,130.60243657148112
1809081,108.5090994823772
1809091,108.5090994823772
1809101,137.65345002616473
1809111,126.876616961904
1809121,117.75103394816172
1809131,129.48404393545997
1809141,128.78561130348234
1809151,108.5090994823772
1809161,108.5090994823772
1809171,108.5090994823772
1809181,108.5090994823772
1809191,108.5090994823772
1809201,108.5090994823772
1809211,120.95268055943032
1809221,113.62655398130933
1809231,106.576934623927
1809241,106.36121831650956
1809251,111.35839054900866
1809261,118.06817505524157
1809271,131.19469080199838
1809281,112.42803619239402
1809291,112.83202146136135
1809301,116.50040966211392
1810011,105.28288825693546
1810021,101.30464926799051
1810031,175.98380794783975
1810041,117.2562737029161
1810051,132.68036563503648
1810061,117.35376768818773
1810071,106.02138346536015
1810081,112.67177115557308
1810091,120.81315859051622
1810101,128.41103878757792
1810111,138.65837394183805
1810121,145.7895125494158
1810131,108.5090994823772
1810141,108.5090994823772
1810151,143.19412949654526
1810161,136.26330377120286
1810171,143.28293906562814
1810181,111.93327594714842
1810191,103.65236654329118
1810201,108.5090994823772
1810211,108.5090994823772
1810221,105.26551942455797
1810231,109.55418051158942
1810241,101.96637882801772
1810251,105.90316114321435
1810261,101.58312189592456
1810271,84.08110090024883
1810281,83.19103980222464
1810291,90.61662577281265
1810301,103.08813096853558
