id,Umsatz
1808011,140.7079165756802
1808021,150.77532608928766
1808031,159.44017092386457
1808041,178.49571568108132
1808051,159.57303742774414
1808061,142.02679448792506
1808071,162.98514048353948
1808081,151.76383743156774
1808091,146.7206489644633
1808101,133.39957373710445
1808111,154.2180215920709
1808121,152.21921307713103
1808131,139.02985922175054
1808141,135.60977380848308
1808151,136.2502901713702
1808161,147.97986546285597
1808171,139.01567931993569
1808181,169.9582278219791
1808191,159.79969639745482
1808201,133.21227899917648
1808211,130.5477234849446
1808221,147.9610036064219
1808231,141.68378297089268
1808241,132.84551847781168
1808251,147.6700958004291
1808261,148.71859121159943
1808271,125.5058740290134
1808281,127.57597254873795
1808291,138.03837759908777
1808301,123.75254003378123
1808311,136.95056426257173
1809011,160.79113171368056
1809021,153.65471988529865
1809031,136.76326952464376
1809041,132.38617957259788
1809051,131.96895407683516
1809061,138.40982007507176
1809071,133.8025230165901
1809081,159.20451892570583
1809091,149.95262338002425
1809101,132.30564312033374
1809111,122.3880005753602
1809121,116.88354042609114
1809131,128.48719406773765
1809141,132.87070280777954
1809151,158.27269871689526
1809161,149.0208031712137
1809171,126.94138083718104
1809181,123.79832305355998
1809191,123.96033714705788
1809201,127.90795447847702
1809211,127.4560718646911
1809221,147.97230776004335
1809231,135.27015900876586
1809241,112.2841007958905
1809251,112.84313951754385
1809261,116.73243444628402
1809271,129.1419866469018
1809281,122.16736257144194
1809291,148.17378239978615
1809301,141.08773923133995
1810011,111.95670450630841
1810021,105.89226444641639
1810031,111.82149010255266
1810041,120.73042043763886
1810051,135.38913580456483
1810061,151.29663931579995
1810071,134.64055075956952
1810081,116.7417272002005
1810091,118.7866413899572
1810101,123.93515281709003
1810111,134.254405630376
1810121,143.69996469395636
1810131,169.1019606030721
1810141,159.8500650573905
1810151,136.209214265351
1810161,128.7092673972913
1810171,133.3540922250671
1810181,117.103876922268
1810191,117.28160255767843
1810201,142.68359846679417
1810211,133.4317029211126
1810221,111.80559852650129
1810231,110.72765580024418
1810241,106.960914418757
1810251,112.82254082773298
1810261,115.77054275960724
1810271,129.88995884312476
1810281,120.00845504824687
1810291,102.38665911852422
1810301,107.50406156435898
1811011,114.33360062580417
1811021,116.67717863844996
1811031,137.09267721393076
1811041,126.63193382979225
1811051,110.06787975871943
1811061,102.21535227110982
1811071,108.79937050641028
1811081,114.08175732612563
1811091,113.20174110288622
1811101,143.9428149651868
1811111,136.7560344768692
1811121,110.39527604830151
1811131,106.69816300538767
1811141,102.1255230649292
1811151,110.88334742020828
1811161,110.5825707862295
1811171,128.7314796646035
1811181,122.92983732451783
1811191,98.40753498360343
1811201,92.59493822338993
1811211,88.55116921225635
1811221,88.6203997286261
1811231,94.54015259670705
1811241,122.78797779219019
1811251,118.92552885962918
1811261,96.31723559627162
1811271,86.14774975161953
1811281,84.64759806723912
1811291,93.1283947928718
1811301,109.52482892757966
1812011,133.2142903988814
1812021,126.45564352001728
1812031,111.1004372874014
1812041,94.40820998107534
1812051,90.28888798003823
1812061,101.74143564187759
1812071,117.0297592579999
1812081,134.02018895785267
1812091,123.4335239238749
1812101,96.2164982764002
1812111,92.3934635836471
1812121,91.39699849862376
1812131,92.17139025409341
1812141,95.24531383580693
1812151,116.54226396016261
1812161,106.43410119557403
1812171,85.48797371009476
1812181,94.08081369149326
1812191,88.87856550183845
1812201,97.13270325776045
1812211,105.16793984314107
1812221,126.01157202807539
1812231,122.17430742548224
1812241,90.1470747541476
1812271,102.74880884059172
1812281,108.19005943928344
1812291,134.52387555720975
1812301,122.75354701474286
1812311,102.46221210842778
1901021,90.71702158949172
1901031,86.63083766116571
1901041,103.7576173649413
1901051,134.95200916666326
1901061,115.12269503448336
1901071,98.81048426308908
1901081,94.55931596088246
1901091,88.77782818196704
1901101,88.34337209897973
1901111,107.05676459073005
1901121,130.5195670923211
1901131,125.29716434149603
1901141,88.73675227594782
1901151,97.48069823715343
1901161,99.02785047888327
1901171,95.36980016001075
1901181,92.9535398087323
1901191,117.49926849894103
1901201,108.07108264348447
1901211,82.79325040353447
1901221,81.06051509811317
1901231,73.11317494196238
1901241,72.70390318894292
1901251,81.24282637368059
1901261,124.85309284955414
1901271,118.37147360033642
1901281,90.77668300334392
1901291,84.68705861348403
1901301,84.89944136691766
1901311,88.34337209897973
1902011,89.57883959303997
1902021,119.56438355630499
1902031,112.22649708818025
1902041,91.28036960270099
1902051,92.3934635836471
1902061,90.0874133402954
1902071,100.02890120406357
1902081,106.15012871188733
1902091,133.81871431810987
1902101,118.82479153975777
1902111,98.81048426308908
1902121,93.85415472178258
1902131,99.85893336782242
1902141,103.4539700796916
1902151,118.33934441632826
1902161,141.42438196840152
1902171,135.1946060188623
1902181,113.36702698450819
1902191,97.70735720686412
1902201,99.35524676846535
1902211,104.15913131879148
1902221,100.1562581795383
1902231,127.22041986653234
1902241,130.33403033506664
1902251,108.55681996064824
1902261,108.03293249368389
1902271,114.6421350589522
1902281,104.68800224811642
1903011,103.98427633465197
1903021,128.78184832453923
1903031,128.5459429073491
1903041,102.83997705794557
1903051,98.05993782641406
1903061,97.89455563032988
1903071,109.12044432245855
1903081,107.13231758063361
1903091,131.17435967148526
1903101,123.28241794406777
1903111,94.12619888906839
1903121,94.35784132113963
1903131,95.47685995341597
1903141,98.82005336560661
1903151,108.6433773787048
1903161,129.26035059392845
1903171,124.56681877242829
1903181,99.76748880186749
1903191,98.36214978602828
1903211,110.5559511306262
1903221,114.20911430160035
1903231,141.02143268891587
1903241,125.22161135159247
1903251,102.33629045858851
1903261,100.4524491733601
1903271,101.97441708512208
1903281,111.76479896908313
1903291,120.27853782385296
1903301,154.2180215920709
1903311,125.22161135159247
1904011,104.12437788630609
1904021,110.14841621098356
1904041,114.2580476359006
1904051,120.15261617401369
1904061,147.31751518087913
1904071,138.26709427494038
1904081,106.79391686289851
1904091,97.48069823715343
1904101,96.68570779187291
1904111,98.26599810631384
1904121,102.90135014603429
1904131,123.94645697071144
1904141,120.88990659712174
1904151,102.36147478855636
1904161,101.96350897143128
1904171,110.23487731457791
1904181,117.58237919165722
1904201,148.22415105972186
1904211,148.2652732721781
1904221,123.59186495145656
1904231,116.52005169285042
1904241,125.32029096532193
1904251,134.20403697044028
1904261,127.50644052462681
1904271,156.00610901978848
1904281,130.7369796145523
1904291,118.12686534843243
1904301,125.15827687182403
1905021,107.35754122470885
1905031,111.84178728462214
1905041,133.56687101843133
1905051,132.85246333185196
1905061,106.91983851273778
1905071,105.03599722750937
1905081,113.13107526088102
1905091,122.59406085525998
1905101,116.12312337915719
1905111,144.19465826486535
1905121,138.6952278843939
1905131,115.86027565132565
1905141,111.78539765889403
1905151,115.87616722737701
1905161,116.24760970336101
1905171,119.8755885443673
1905181,156.71127025888836
1905191,141.79290047043983
1905201,126.18585093814545
1905211,122.06060428577811
1905221,111.34298783316345
1905231,130.75378376484443
1905241,136.14466570360042
1905251,149.28189291837168
1905261,140.23147201243293
1905271,122.2822797931282
1905281,113.85051271625798
1905291,114.51621340911294
1905301,120.10081218844255
1905311,137.25277622218596
1906011,164.44285955901927
1906021,167.25425806793936
1906031,139.810573450754
1906041,121.15396840693538
1906051,138.56724852841268
1906061,133.92700934079392
1906071,133.72697002668653
1906081,156.08166200969202
1906091,152.89918998626305
1906101,124.44813217036358
1906111,126.39230904024885
1906121,122.82704229850447
1906131,140.67640977217854
1906141,147.4524298591665
1906151,161.04297501335913
1906161,157.2812634006695
1906171,138.95430623184697
1906181,143.94578702784247
1906191,146.22328483864004
1906201,133.3477697515333
1906211,135.5150574544041
1906221,158.04603974718458
1906231,157.25607907070165
1906241,138.95430623184697
1906251,153.1884361260446
1906261,146.44994380835072
1906271,128.084244788252
1906281,140.7282137577497
1906291,175.72543938461746
1906301,174.78437272832744
1907011,134.84926044708692
1907021,118.96293169973217
1907031,122.42409301901881
1907041,125.0117565321739
1907051,129.42044960218365
1907061,155.2505791207529
1907071,142.3469557297326
1907081,124.17110454071718
1907091,122.56429088513516
1907111,129.16717097686967
1907121,136.3209560133754
1907131,165.2991267779263
1907141,144.61354542683938
1907151,123.11336268206736
1907161,128.8351890471306
1907171,125.04326333567556
1907181,138.3342670851682
1907191,142.89406613498508
1907201,176.50615361362094
